AccountID,CustomerID,AccountType,OpenDate,Status,BranchID,BalanceSnapshot,IFSCCode,AccountTier
9028,1929,Savings,08-10-24,Closed,27,405765.24,BKID0008250,Silver
9029,18621,Loan,13-08-24,Active,43,477495.07,BKID0004411,Silver
9030,8547,Loan,11-08-24,Active,75,406375.6,BKID0003404,Silver
9031,10752,Recurring Deposit,26-10-24,Closed,193,461030.6,BKID0008954,Silver
9032,24267,Current,27-02-25,Active,38,425443.04,BKID0002527,Gold
9033,809,Recurring Deposit,23-03-25,Closed,142,472475.69,BKID0001403,Silver
9034,20611,Fixed Deposit,08-12-24,Active,3,269994.78,BKID0003464,Platinum
9035,20088,Savings,01-05-24,Closed,15,55358.75,BKID0006824,Platinum
9036,23943,Current,18-10-24,Closed,122,253798.28,BKID0007331,Silver
9037,17460,Recurring Deposit,09-06-24,Active,147,191958.33,BKID0003026,Gold
9038,4927,Loan,06-10-24,Closed,21,254403.28,BKID0008968,Platinum
9039,19766,Current,10-11-24,Active,172,18812.53,BKID0001381,Silver
9040,26851,Fixed Deposit,21-03-25,Active,35,265791.7,BKID0003199,Gold
9041,17280,Loan,16-07-24,Closed,8,388574.75,BKID0003860,Platinum
9042,4551,Current,13-10-24,Active,181,383594.81,BKID0001064,Silver
9043,8172,Loan,01-06-24,Active,191,41377.36,BKID0009090,Silver
9044,13986,Recurring Deposit,09-04-24,Closed,20,130794.31,BKID0007803,Platinum
9045,3995,Current,04-08-24,Closed,59,325562.69,BKID0001919,Gold
9046,4979,Fixed Deposit,14-06-24,Active,109,345297.99,BKID0002606,Silver
9047,12333,Loan,29-11-24,Active,7,281170.64,BKID0009098,Gold
9048,17121,Loan,06-08-24,Closed,12,391845.36,BKID0001481,Gold
9049,29027,Savings,20-06-24,Closed,85,114398.03,BKID0008397,Gold
9050,7966,Savings,04-03-25,Active,102,433099.41,BKID0003468,Platinum
9051,15315,Fixed Deposit,04-05-24,Closed,74,160578.9,BKID0003876,Silver
9052,26354,Current,31-05-24,Active,142,307027.47,BKID0005988,Platinum
9053,13787,Savings,09-05-24,Closed,118,116577.77,BKID0001092,Platinum
9054,309,Fixed Deposit,14-04-24,Closed,171,410779.9,BKID0007727,Silver
9055,2437,Recurring Deposit,19-02-25,Closed,110,54910.13,BKID0002305,Gold
9056,20767,Current,08-05-24,Closed,43,92644.08,BKID0008671,Gold
9057,12449,Loan,13-02-25,Closed,170,62757.1,BKID0009464,Platinum
9058,14698,Current,25-12-24,Active,102,128380.59,BKID0002038,Gold
9059,3688,Savings,23-09-24,Closed,137,140579.6,BKID0007035,Platinum
9060,21100,Loan,07-07-24,Active,154,359918.33,BKID0002037,Gold
9061,27656,Current,02-12-24,Active,180,207866.8,BKID0007743,Gold
9062,2486,Fixed Deposit,11-06-24,Closed,183,11700.27,BKID0004864,Platinum
9063,15281,Current,22-05-24,Closed,175,196962.6,BKID0007426,Silver
9064,23923,Loan,17-07-24,Active,148,157083.91,BKID0002112,Gold
9065,1011,Savings,16-05-24,Closed,84,493381.05,BKID0003880,Platinum
9066,5140,Savings,20-11-24,Closed,99,299745.46,BKID0008858,Gold
9067,7640,Recurring Deposit,27-07-24,Active,155,486096.49,BKID0008683,Gold
9068,17756,Current,02-05-24,Active,97,321769.94,BKID0005376,Platinum
9069,22708,Fixed Deposit,11-07-24,Active,149,377233.82,BKID0007293,Platinum
9070,29970,Recurring Deposit,19-09-24,Closed,37,324723.2,BKID0003664,Silver
9071,14397,Recurring Deposit,11-02-25,Closed,133,445545.25,BKID0001477,Platinum
9072,24902,Fixed Deposit,10-04-24,Active,45,460595.44,BKID0009086,Gold
9073,16026,Loan,11-08-24,Active,117,464711,BKID0008812,Silver
9074,7150,Recurring Deposit,18-10-24,Active,119,370000.5,BKID0005247,Platinum
9075,24747,Fixed Deposit,19-11-24,Active,192,80027.7,BKID0005665,Gold
9076,95,Fixed Deposit,29-10-24,Closed,39,51388.08,BKID0008253,Gold
9077,3722,Loan,29-04-24,Active,37,96379.78,BKID0004131,Platinum
9078,84,Recurring Deposit,15-04-24,Closed,111,267254.69,BKID0002476,Platinum
9079,18968,Current,19-12-24,Closed,186,481046.41,BKID0005255,Silver
9080,18765,Fixed Deposit,14-10-24,Closed,50,443957.17,BKID0003482,Gold
9081,6159,Loan,16-09-24,Closed,197,236352.47,BKID0007185,Silver
9082,28850,Current,07-06-24,Active,115,104247.91,BKID0009884,Gold
9083,18625,Savings,12-07-24,Active,124,269462.48,BKID0002509,Silver
9084,14950,Fixed Deposit,25-06-24,Active,200,35328.5,BKID0005622,Platinum
9085,19352,Savings,21-03-25,Closed,40,66602.93,BKID0009115,Gold
9086,16971,Loan,13-12-24,Closed,79,229166.15,BKID0004626,Platinum
9087,10862,Loan,13-11-24,Closed,57,126941.11,BKID0002991,Gold
9088,23778,Current,17-04-24,Closed,149,58822.25,BKID0008901,Silver
9089,10391,Loan,25-11-24,Closed,6,413059.84,BKID0009238,Gold
9090,19580,Savings,10-06-24,Closed,56,156199.52,BKID0001779,Platinum
9091,4178,Current,09-09-24,Active,30,327832.94,BKID0006649,Gold
9092,11501,Loan,26-08-24,Closed,131,381930.8,BKID0005538,Platinum
9093,20079,Loan,30-05-24,Closed,53,328785.75,BKID0001763,Platinum
9094,1677,Current,29-09-24,Active,44,213532.34,BKID0005856,Gold
9095,3267,Savings,01-02-25,Active,104,455073.94,BKID0006989,Gold
9096,18670,Loan,28-06-24,Closed,86,231589.81,BKID0009453,Platinum
9097,28328,Current,21-11-24,Closed,188,28186.17,BKID0009834,Platinum
9098,25996,Loan,13-03-25,Active,184,408299.96,BKID0006178,Silver
9099,2656,Loan,25-06-24,Active,123,279865.55,BKID0004885,Gold
9100,4561,Savings,01-05-24,Closed,19,317119.8,BKID0008797,Gold
9101,5098,Loan,25-10-24,Closed,107,45434.32,BKID0007119,Gold
9102,15656,Recurring Deposit,08-01-25,Closed,136,205708.41,BKID0004954,Platinum
9103,20680,Recurring Deposit,07-05-24,Active,101,298141.42,BKID0009625,Platinum
9104,16135,Recurring Deposit,25-06-24,Active,26,98831.39,BKID0009341,Silver
9105,21538,Recurring Deposit,23-03-25,Closed,109,150875.55,BKID0004124,Platinum
9106,3508,Fixed Deposit,19-01-25,Active,25,122834.97,BKID0003005,Silver
9107,10159,Loan,28-01-25,Active,173,420787.81,BKID0006555,Gold
9108,28415,Current,16-05-24,Active,97,21340.84,BKID0009639,Platinum
9109,27753,Recurring Deposit,13-07-24,Closed,195,427124.07,BKID0009595,Silver
9110,29241,Recurring Deposit,18-03-25,Closed,197,286494.13,BKID0008609,Platinum
9111,23058,Fixed Deposit,22-02-25,Closed,132,345303.94,BKID0001200,Gold
9112,21999,Current,17-02-25,Closed,5,168879.9,BKID0003635,Platinum
9113,4112,Fixed Deposit,30-07-24,Closed,112,135851.38,BKID0002308,Silver
9114,1078,Current,13-02-25,Active,95,44532.29,BKID0003342,Platinum
9115,12665,Fixed Deposit,06-09-24,Closed,127,425626.57,BKID0008595,Silver
9116,352,Savings,26-01-25,Active,96,189046.86,BKID0006514,Gold
9117,16465,Current,15-05-24,Active,168,9857.39,BKID0002117,Gold
9118,1097,Current,02-08-24,Closed,69,281530.7,BKID0007321,Silver
9119,7397,Current,29-09-24,Active,34,440809.1,BKID0002489,Silver
9120,21587,Savings,17-10-24,Active,70,393858.05,BKID0004615,Platinum
9121,12684,Loan,24-03-25,Active,147,110027.65,BKID0002070,Platinum
9122,7509,Current,27-05-24,Active,144,138515.53,BKID0002402,Gold
9123,8667,Fixed Deposit,30-10-24,Closed,35,422346.65,BKID0005304,Silver
9124,24900,Recurring Deposit,02-10-24,Active,176,277318.75,BKID0008827,Gold
9125,27896,Current,12-06-24,Active,90,36667.72,BKID0003224,Silver
9126,25529,Fixed Deposit,30-12-24,Active,54,338263.15,BKID0009337,Platinum
9127,25488,Loan,27-06-24,Closed,101,182057.68,BKID0005537,Silver
9128,11025,Savings,06-06-24,Closed,143,154374.92,BKID0009283,Silver
9129,13217,Recurring Deposit,03-03-25,Closed,45,306984.12,BKID0001695,Gold
9130,4323,Recurring Deposit,18-10-24,Closed,90,63200.82,BKID0003348,Gold
9131,17271,Fixed Deposit,12-06-24,Active,88,277849.7,BKID0001384,Silver
9132,25540,Savings,02-02-25,Active,15,377575.49,BKID0006527,Gold
9133,12201,Savings,25-10-24,Active,150,229859.85,BKID0004603,Silver
9134,9596,Loan,04-05-24,Active,85,350442.1,BKID0009023,Platinum
9135,14081,Recurring Deposit,11-03-25,Active,153,356435.28,BKID0006846,Platinum
9136,26091,Recurring Deposit,10-07-24,Active,137,48776.49,BKID0004753,Gold
9137,29861,Recurring Deposit,24-01-25,Closed,178,248531.46,BKID0003275,Silver
9138,4541,Current,18-02-25,Closed,36,360715.99,BKID0004073,Platinum
9139,10404,Savings,07-07-24,Closed,90,71283.01,BKID0007609,Platinum
9140,27634,Current,22-04-24,Closed,57,40141.67,BKID0001760,Platinum
9141,13234,Loan,24-06-24,Active,162,363759.15,BKID0007252,Silver
9142,23383,Savings,28-10-24,Active,97,98634.44,BKID0005117,Silver
9143,22661,Loan,06-06-24,Closed,46,395590.83,BKID0007625,Platinum
9144,22282,Recurring Deposit,16-03-25,Active,85,114904.09,BKID0009643,Platinum
9145,24611,Loan,27-08-24,Closed,104,10383.63,BKID0008664,Platinum
9146,6520,Current,13-11-24,Closed,166,319978.33,BKID0007484,Silver
9147,17407,Savings,31-07-24,Active,152,242016.28,BKID0001316,Gold
9148,2157,Loan,13-07-24,Active,139,24398.57,BKID0005512,Platinum
9149,10763,Fixed Deposit,30-11-24,Closed,81,383814.95,BKID0003150,Platinum
9150,2816,Fixed Deposit,21-07-24,Closed,59,223131.33,BKID0002039,Gold
9151,21722,Fixed Deposit,12-04-24,Active,112,96626.92,BKID0009335,Platinum
9152,17673,Recurring Deposit,03-11-24,Closed,21,58880.19,BKID0002823,Gold
9153,4853,Savings,07-09-24,Closed,181,110169.99,BKID0001856,Silver
9154,9882,Loan,22-12-24,Active,173,263327.55,BKID0003934,Silver
9155,5551,Recurring Deposit,04-07-24,Active,64,387823.3,BKID0008173,Platinum
9156,2247,Current,30-12-24,Closed,41,474386.07,BKID0004419,Gold
9157,26936,Loan,15-08-24,Active,179,203950.7,BKID0005279,Silver
9158,24093,Recurring Deposit,24-12-24,Closed,198,294345.53,BKID0008747,Silver
9159,8033,Loan,19-12-24,Active,83,218299.17,BKID0004346,Gold
9160,11488,Loan,07-10-24,Active,102,259461.39,BKID0003509,Silver
9161,27474,Recurring Deposit,24-10-24,Active,100,79032.81,BKID0001536,Gold
9162,13628,Loan,08-11-24,Active,87,438828.96,BKID0005977,Silver
9163,733,Loan,23-11-24,Active,151,92296.19,BKID0007531,Silver
9164,26491,Fixed Deposit,02-03-25,Active,20,292395.42,BKID0004543,Platinum
9165,24136,Savings,17-10-24,Active,24,65649.86,BKID0005117,Silver
9166,22022,Recurring Deposit,18-08-24,Closed,184,230157.73,BKID0001231,Gold
9167,25916,Loan,25-05-24,Active,109,302901.48,BKID0006482,Gold
9168,17287,Savings,16-11-24,Active,92,230239.09,BKID0003841,Silver
9169,254,Current,07-08-24,Closed,193,347333.22,BKID0009397,Platinum
9170,7976,Recurring Deposit,28-12-24,Active,144,356802.55,BKID0007921,Gold
9171,27760,Fixed Deposit,16-11-24,Closed,154,487165.51,BKID0008825,Silver
9172,15201,Current,05-03-25,Closed,25,282735.62,BKID0001926,Silver
9173,24540,Current,13-05-24,Active,128,151298.26,BKID0005427,Platinum
9174,2516,Current,21-09-24,Active,30,327499.98,BKID0006867,Platinum
9175,1928,Recurring Deposit,11-02-25,Active,32,146690.13,BKID0007263,Gold
9176,20580,Current,01-09-24,Active,149,356407.39,BKID0002841,Platinum
9177,28332,Current,09-10-24,Closed,99,249251.3,BKID0008326,Gold
9178,22601,Recurring Deposit,10-09-24,Closed,23,439207.32,BKID0003145,Platinum
9179,11531,Loan,13-10-24,Active,66,253230.51,BKID0006577,Gold
9180,17283,Fixed Deposit,07-01-25,Closed,11,365278.61,BKID0009606,Platinum
9181,8768,Recurring Deposit,10-06-24,Closed,177,264081.9,BKID0004410,Gold
9182,8352,Savings,21-06-24,Closed,165,281696.52,BKID0009774,Gold
9183,22696,Recurring Deposit,16-11-24,Closed,50,361045.01,BKID0009008,Silver
9184,1034,Fixed Deposit,04-02-25,Closed,13,287918.72,BKID0009514,Silver
9185,4906,Savings,25-11-24,Active,197,247703.71,BKID0005901,Platinum
9186,27093,Current,17-03-25,Closed,116,2001.23,BKID0003569,Silver
9187,26882,Savings,31-01-25,Closed,109,195892.15,BKID0008957,Silver
9188,3900,Fixed Deposit,29-07-24,Closed,95,101615.78,BKID0005030,Platinum
9189,11376,Savings,16-08-24,Active,148,342469.13,BKID0003222,Gold
9190,27402,Recurring Deposit,26-11-24,Closed,117,479394.12,BKID0004772,Gold
9191,20972,Current,17-11-24,Closed,197,492675.03,BKID0004588,Silver
9192,10963,Fixed Deposit,09-02-25,Closed,63,190977.06,BKID0004538,Gold
9193,2269,Fixed Deposit,05-06-24,Active,73,46797.38,BKID0009170,Platinum
9194,22851,Recurring Deposit,20-06-24,Closed,147,412171.9,BKID0002065,Silver
9195,5687,Current,28-12-24,Closed,36,147613.69,BKID0008730,Platinum
9196,1762,Current,07-06-24,Active,179,182968.6,BKID0005246,Gold
9197,844,Savings,08-02-25,Closed,5,134820.21,BKID0001085,Silver
9198,22143,Recurring Deposit,07-06-24,Active,42,295499.1,BKID0006174,Silver
9199,1885,Loan,07-07-24,Active,144,406185.45,BKID0006558,Silver
9200,4257,Loan,27-09-24,Active,141,364393.67,BKID0009684,Silver
9201,22272,Loan,12-01-25,Active,119,142941.19,BKID0009110,Gold
9202,18775,Fixed Deposit,31-10-24,Active,60,154308.89,BKID0004210,Platinum
9203,27728,Current,08-01-25,Active,167,327916.88,BKID0003229,Gold
9204,1983,Current,28-01-25,Closed,11,179990.25,BKID0007463,Gold
9205,9374,Current,03-11-24,Active,34,140318.41,BKID0004471,Platinum
9206,25385,Loan,08-09-24,Closed,111,200673.14,BKID0008950,Gold
9207,4305,Fixed Deposit,15-03-25,Active,132,24064.4,BKID0001745,Platinum
9208,13789,Fixed Deposit,11-07-24,Closed,29,396784.36,BKID0007339,Silver
9209,2196,Loan,13-06-24,Closed,123,238283.4,BKID0005684,Silver
9210,14879,Fixed Deposit,06-05-24,Active,116,246339.25,BKID0006207,Gold
9211,26755,Current,10-08-24,Active,190,374867.55,BKID0008654,Gold
9212,28251,Fixed Deposit,14-08-24,Closed,121,331106.26,BKID0004629,Silver
9213,26347,Savings,17-01-25,Closed,38,139379.05,BKID0003851,Silver
9214,8233,Recurring Deposit,03-05-24,Closed,179,148635.48,BKID0006539,Platinum
9215,10869,Fixed Deposit,27-02-25,Closed,163,33119.44,BKID0005523,Platinum
9216,15541,Loan,14-03-25,Active,92,192626.86,BKID0006317,Platinum
9217,4110,Savings,21-05-24,Closed,49,149944.58,BKID0008917,Silver
9218,18900,Fixed Deposit,04-06-24,Closed,168,435984.29,BKID0009515,Gold
9219,9865,Fixed Deposit,23-02-25,Active,83,212061.84,BKID0005940,Silver
9220,5949,Loan,25-07-24,Closed,52,418740.19,BKID0001817,Gold
9221,27813,Current,15-10-24,Closed,46,424237.22,BKID0009233,Gold
9222,22168,Savings,17-11-24,Closed,9,314090.48,BKID0007214,Silver
9223,28351,Current,22-08-24,Active,120,192852.85,BKID0004691,Silver
9224,12618,Current,08-09-24,Closed,114,21630.91,BKID0005721,Platinum
9225,27171,Savings,02-12-24,Closed,18,59537.42,BKID0003475,Gold
9226,25344,Fixed Deposit,18-08-24,Closed,140,309211.06,BKID0004942,Silver
9227,8904,Savings,02-10-24,Active,2,310893.15,BKID0008284,Gold
9228,23057,Fixed Deposit,21-05-24,Closed,37,57748.9,BKID0007030,Gold
9229,2307,Current,24-02-25,Closed,156,301928.35,BKID0005884,Gold
9230,12073,Savings,08-01-25,Active,159,143404.31,BKID0007633,Platinum
9231,21903,Loan,26-11-24,Closed,197,6319.77,BKID0005386,Gold
9232,27000,Recurring Deposit,13-06-24,Active,148,350680.56,BKID0009844,Platinum
9233,13866,Savings,29-07-24,Closed,145,485494.24,BKID0004102,Silver
9234,28624,Current,25-07-24,Active,87,166862.36,BKID0004681,Silver
9235,5657,Current,27-01-25,Active,34,69243.31,BKID0004698,Gold
9236,20765,Fixed Deposit,30-07-24,Closed,55,221635.9,BKID0009320,Platinum
9237,15993,Current,21-07-24,Closed,16,80634.28,BKID0007454,Gold
9238,19490,Fixed Deposit,24-07-24,Active,177,139469.07,BKID0001711,Platinum
9239,23926,Current,25-07-24,Active,91,219033.52,BKID0004520,Gold
9240,13036,Savings,06-10-24,Closed,183,226104.63,BKID0009853,Gold
9241,159,Savings,07-11-24,Active,9,445084.62,BKID0008532,Gold
9242,14151,Recurring Deposit,27-07-24,Closed,30,142767.73,BKID0008910,Silver
9243,28302,Recurring Deposit,26-05-24,Active,42,31252.95,BKID0002971,Gold
9244,3097,Loan,19-01-25,Closed,137,219220.54,BKID0007225,Platinum
9245,2762,Recurring Deposit,09-12-24,Closed,149,158656.76,BKID0002878,Gold
9246,16746,Fixed Deposit,11-07-24,Closed,5,116703.44,BKID0006146,Platinum
9247,9452,Current,04-10-24,Active,65,398367.42,BKID0009710,Silver
9248,25186,Recurring Deposit,30-09-24,Closed,157,43336.45,BKID0007042,Platinum
9249,7082,Savings,16-05-24,Active,91,331427.12,BKID0005574,Platinum
9250,20042,Recurring Deposit,08-11-24,Active,141,335871.6,BKID0006653,Gold
9251,11395,Loan,11-09-24,Closed,158,2391.55,BKID0004203,Gold
9252,17808,Recurring Deposit,19-05-24,Closed,126,342526.35,BKID0003102,Platinum
9253,5792,Current,19-06-24,Closed,99,474097.15,BKID0009820,Gold
9254,3931,Recurring Deposit,10-04-24,Active,7,330884.68,BKID0006185,Platinum
9255,6214,Current,23-04-24,Closed,26,161231.23,BKID0008425,Gold
9256,8698,Loan,28-12-24,Closed,84,248282.49,BKID0004921,Gold
9257,7469,Savings,24-01-25,Closed,191,452744.02,BKID0006200,Platinum
9258,25288,Savings,06-06-24,Closed,166,87009.03,BKID0006188,Gold
9259,14398,Recurring Deposit,06-10-24,Active,37,272718.22,BKID0005175,Gold
9260,6883,Fixed Deposit,03-08-24,Closed,21,1104.53,BKID0008808,Gold
9261,10860,Fixed Deposit,24-02-25,Active,166,246642.6,BKID0001722,Platinum
9262,6574,Recurring Deposit,18-06-24,Active,42,164896.01,BKID0007973,Silver
9263,23963,Savings,27-07-24,Active,72,90658.29,BKID0003341,Gold
9264,21285,Current,30-03-25,Closed,76,337146.07,BKID0007073,Silver
9265,26199,Fixed Deposit,21-11-24,Closed,87,25232.3,BKID0003156,Silver
9266,5432,Savings,27-04-24,Closed,108,441178.57,BKID0006758,Gold
9267,14883,Current,12-05-24,Active,91,81656.6,BKID0005337,Gold
9268,13528,Recurring Deposit,07-11-24,Active,175,103459.86,BKID0008125,Silver
9269,25632,Fixed Deposit,19-02-25,Active,59,478846.47,BKID0009455,Gold
9270,18210,Fixed Deposit,29-09-24,Closed,24,297027.04,BKID0009653,Gold
9271,13887,Fixed Deposit,18-04-24,Closed,166,259926.91,BKID0009144,Silver
9272,10079,Savings,14-10-24,Active,116,228005.64,BKID0009261,Platinum
9273,22126,Current,15-09-24,Active,74,340230.87,BKID0003031,Platinum
9274,28306,Recurring Deposit,06-11-24,Active,27,6156.35,BKID0003958,Gold
9275,10583,Savings,18-07-24,Closed,173,389652.24,BKID0005932,Platinum
9276,5539,Fixed Deposit,25-11-24,Closed,57,409546.22,BKID0004116,Platinum
9277,22980,Recurring Deposit,06-01-25,Closed,70,3252.41,BKID0009626,Silver
9278,40,Fixed Deposit,09-11-24,Closed,93,420641.45,BKID0006658,Gold
9279,16399,Fixed Deposit,13-10-24,Closed,117,426326.73,BKID0004014,Gold
9280,24017,Fixed Deposit,09-02-25,Closed,78,303745.3,BKID0007167,Gold
9281,20332,Savings,07-05-24,Active,125,289242.42,BKID0004288,Gold
9282,29406,Savings,27-06-24,Active,32,288198.31,BKID0001387,Silver
9283,2861,Current,28-07-24,Active,195,99348.29,BKID0008001,Platinum
9284,5310,Recurring Deposit,25-01-25,Active,182,301630.1,BKID0009184,Platinum
9285,1314,Fixed Deposit,14-11-24,Closed,94,36790.14,BKID0005865,Silver
9286,21444,Fixed Deposit,06-05-24,Active,130,314002.24,BKID0005484,Platinum
9287,1352,Loan,02-04-24,Active,76,147930.28,BKID0005451,Platinum
9288,9729,Current,22-10-24,Closed,10,199767.64,BKID0005325,Silver
9289,19283,Savings,15-02-25,Closed,64,454936.87,BKID0006592,Platinum
9290,14105,Savings,25-10-24,Closed,129,166317.91,BKID0008508,Platinum
9291,27754,Recurring Deposit,20-10-24,Closed,183,449635.8,BKID0008946,Silver
9292,4021,Savings,01-12-24,Closed,118,473543.53,BKID0003300,Silver
9293,961,Recurring Deposit,23-10-24,Active,8,486607.73,BKID0008567,Platinum
9294,25668,Loan,24-01-25,Active,87,287380,BKID0006285,Silver
9295,11585,Current,22-03-25,Closed,57,154370.47,BKID0003443,Gold
9296,3550,Current,27-04-24,Active,197,235762.05,BKID0001450,Silver
9297,10141,Fixed Deposit,14-04-24,Active,25,329177.99,BKID0003153,Gold
9298,8138,Savings,16-10-24,Active,103,460256.07,BKID0008105,Silver
9299,15343,Recurring Deposit,12-01-25,Closed,177,76312.16,BKID0008006,Platinum
9300,15699,Fixed Deposit,17-02-25,Active,54,30145.75,BKID0001914,Platinum
9301,22588,Fixed Deposit,30-04-24,Active,56,181249.09,BKID0001386,Platinum
9302,20974,Loan,03-08-24,Closed,142,81132.99,BKID0006176,Gold
9303,4599,Current,03-08-24,Active,32,313211.41,BKID0007513,Gold
9304,21047,Savings,08-07-24,Active,176,77911.43,BKID0002840,Platinum
9305,10510,Recurring Deposit,12-08-24,Active,161,101494.97,BKID0005518,Gold
9306,28386,Savings,14-07-24,Closed,136,305150.22,BKID0005671,Silver
9307,20707,Fixed Deposit,22-01-25,Active,148,158376.29,BKID0008141,Gold
9308,24421,Recurring Deposit,13-03-25,Closed,105,142555.18,BKID0002364,Silver
9309,27823,Fixed Deposit,15-02-25,Closed,102,381803.9,BKID0002259,Gold
9310,23111,Fixed Deposit,12-05-24,Closed,56,496607.45,BKID0007202,Platinum
9311,13031,Recurring Deposit,26-11-24,Active,55,499960.49,BKID0004475,Platinum
9312,5127,Loan,21-05-24,Closed,9,217623.58,BKID0009596,Silver
9313,18463,Savings,04-10-24,Active,168,453982.36,BKID0001196,Silver
9314,4866,Recurring Deposit,12-08-24,Closed,17,96496.65,BKID0003241,Silver
9315,168,Fixed Deposit,06-05-24,Active,53,204101.59,BKID0002212,Silver
9316,24265,Current,21-01-25,Active,149,216363.24,BKID0001699,Silver
9317,15765,Recurring Deposit,23-08-24,Active,77,463024.65,BKID0008162,Platinum
9318,26988,Loan,17-04-24,Active,198,482612.41,BKID0003806,Platinum
9319,9850,Loan,16-01-25,Closed,58,209758.21,BKID0001279,Silver
9320,22994,Current,20-12-24,Active,39,61469.77,BKID0006544,Silver
9321,20765,Current,12-03-25,Active,51,115215.86,BKID0009986,Silver
9322,24088,Loan,31-07-24,Active,119,416474.64,BKID0001440,Gold
9323,15385,Recurring Deposit,05-12-24,Active,30,138878.29,BKID0009571,Platinum
9324,1201,Recurring Deposit,06-05-24,Active,194,52940.49,BKID0004255,Gold
9325,15438,Loan,09-02-25,Active,98,153343.93,BKID0006052,Gold
9326,7622,Current,24-03-25,Closed,65,285353.15,BKID0004441,Gold
9327,20027,Savings,18-11-24,Active,87,119485.57,BKID0007816,Platinum
9328,17662,Loan,30-07-24,Closed,155,202195.51,BKID0007477,Platinum
9329,11742,Loan,14-04-24,Active,64,386506.13,BKID0006804,Gold
9330,1506,Current,12-04-24,Closed,109,234944,BKID0006288,Platinum
9331,27871,Loan,21-03-25,Closed,95,47452.31,BKID0006880,Silver
9332,5928,Fixed Deposit,30-08-24,Closed,128,348642.17,BKID0005465,Gold
9333,6686,Savings,19-09-24,Active,5,102856.18,BKID0007220,Platinum
9334,29401,Loan,10-02-25,Active,92,326845.42,BKID0002415,Platinum
9335,16542,Fixed Deposit,23-04-24,Active,186,302822.07,BKID0004399,Gold
9336,24927,Savings,23-12-24,Active,17,357017.65,BKID0001332,Gold
9337,6890,Savings,24-01-25,Closed,103,274492.24,BKID0004910,Silver
9338,2552,Loan,23-10-24,Closed,76,120027.29,BKID0002728,Silver
9339,24180,Savings,10-08-24,Closed,177,87229.41,BKID0009723,Gold
9340,28797,Loan,13-04-24,Closed,65,325893.64,BKID0002401,Gold
9341,2453,Fixed Deposit,06-12-24,Closed,185,66699.15,BKID0007069,Platinum
9342,3239,Recurring Deposit,10-12-24,Active,69,319970.35,BKID0004219,Silver
9343,27291,Fixed Deposit,18-04-24,Active,163,350866.88,BKID0001811,Silver
9344,303,Savings,24-01-25,Closed,70,55828.86,BKID0002575,Platinum
9345,21195,Savings,19-03-25,Active,74,339668.42,BKID0004885,Platinum
9346,29214,Loan,05-11-24,Active,178,305236.19,BKID0008071,Platinum
9347,4371,Recurring Deposit,04-05-24,Active,140,331108.42,BKID0009554,Platinum
9348,7536,Current,22-11-24,Closed,109,263279.64,BKID0007898,Gold
9349,3057,Savings,26-01-25,Active,43,81201.79,BKID0004738,Gold
9350,18494,Recurring Deposit,10-03-25,Active,53,449489.12,BKID0006548,Silver
9351,20998,Loan,21-09-24,Active,193,134835.65,BKID0008670,Gold
9352,19479,Savings,07-03-25,Active,59,410307.23,BKID0009128,Platinum
9353,14041,Recurring Deposit,20-09-24,Closed,132,469131.47,BKID0008084,Platinum
9354,8856,Loan,02-01-25,Active,69,295395.39,BKID0007467,Gold
9355,11111,Current,16-06-24,Active,31,261231.45,BKID0006019,Platinum
9356,23967,Fixed Deposit,14-09-24,Active,199,481242.23,BKID0002299,Platinum
9357,19367,Loan,10-04-24,Closed,77,151515.49,BKID0006025,Platinum
9358,10863,Recurring Deposit,15-03-25,Closed,177,409384.75,BKID0004867,Silver
9359,22412,Loan,17-02-25,Closed,49,111012.23,BKID0003737,Platinum
9360,8207,Savings,07-09-24,Closed,121,275116.56,BKID0001530,Gold
9361,25342,Current,12-08-24,Active,92,286413.11,BKID0006116,Gold
9362,28904,Fixed Deposit,30-08-24,Active,197,40699.05,BKID0003775,Silver
9363,5553,Savings,23-03-25,Active,13,35648.32,BKID0008316,Gold
9364,16646,Current,10-09-24,Active,41,108367.47,BKID0006885,Silver
9365,9132,Fixed Deposit,29-05-24,Active,57,6874.68,BKID0009833,Gold
9366,15333,Fixed Deposit,30-07-24,Closed,178,65807.33,BKID0007215,Gold
9367,4028,Loan,20-03-25,Active,165,292448.6,BKID0005856,Platinum
9368,12492,Savings,11-07-24,Closed,99,398652.21,BKID0007358,Gold
9369,19668,Fixed Deposit,20-09-24,Active,77,94579.18,BKID0003003,Gold
9370,10213,Current,22-01-25,Closed,199,85262.38,BKID0002070,Gold
9371,2196,Savings,20-02-25,Closed,103,166765.54,BKID0001483,Silver
9372,23279,Fixed Deposit,03-10-24,Active,85,73146.5,BKID0003869,Platinum
9373,19742,Fixed Deposit,17-12-24,Closed,69,45290.96,BKID0008759,Platinum
9374,6658,Loan,21-12-24,Closed,171,78541.94,BKID0003289,Platinum
9375,3297,Current,25-07-24,Closed,96,1899.49,BKID0001639,Silver
9376,23455,Loan,06-05-24,Closed,152,264596.39,BKID0002120,Silver
9377,967,Loan,15-08-24,Active,97,459865.61,BKID0008164,Gold
9378,7442,Savings,31-10-24,Closed,108,186145.49,BKID0001053,Silver
9379,18440,Loan,17-10-24,Closed,200,38242.51,BKID0005283,Silver
